keyword_id,keyword,parent_region,country,city,amenity_facet,search_intent,funnel_stage,est_monthly_volume,est_keyword_difficulty,serp_strength,business_value,freshness_sensitivity,content_type,page_type,programmatic_suitability,featured_snippet_opportunity,ai_overview_potential,comparison_intent,affiliate_intent,local_intent,priority_score
S2-0083,Lisbon workation spaces with community coliving for remote developers,Europe,Portugal,Lisbon,community coliving for remote developers,Informational / Navigational,TOFU,1229,31,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),79.6
S2-0084,Lisbon Portugal remote work community coliving for remote developers,Europe,Portugal,Lisbon,community coliving for remote developers,Informational / Navigational,TOFU,1242,8,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0085,best coliving in Lisbon walkability score nearby gyms cafes,Europe,Portugal,Lisbon,walkability score nearby gyms cafes,Commercial Investigation,MOFU,1255,13,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0086,Lisbon workation spaces with walkability score nearby gyms cafes,Europe,Portugal,Lisbon,walkability score nearby gyms cafes,Informational / Navigational,TOFU,1268,18,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),94.3
S2-0087,Lisbon Portugal remote work walkability score nearby gyms cafes,Europe,Portugal,Lisbon,walkability score nearby gyms cafes,Informational / Navigational,TOFU,1281,23,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),88.9
S2-0088,best coliving in Lisbon short term vs 30 day stay prices,Europe,Portugal,Lisbon,short term vs 30 day stay prices,Transactional / Commercial,BOFU,1294,28,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Property Pricing & Booking Directory,Extremely High (100%),High,High,High,Very High,High (City specific),83.6
S2-0089,Lisbon workation spaces with short term vs 30 day stay prices,Europe,Portugal,Lisbon,short term vs 30 day stay prices,Transactional / Commercial,BOFU,1307,33,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Property Pricing & Booking Directory,Extremely High (100%),High,High,High,Very High,High (City specific),78.2
S2-0090,Lisbon Portugal remote work short term vs 30 day stay prices,Europe,Portugal,Lisbon,short term vs 30 day stay prices,Transactional / Commercial,BOFU,1320,10,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Property Pricing & Booking Directory,Extremely High (100%),High,High,High,Very High,High (City specific),99.0
S2-0091,best coliving in Lisbon reliable internet speedtest review,Europe,Portugal,Lisbon,reliable internet speedtest review,Commercial Investigation,MOFU,1333,15,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),98.3
S2-0092,Lisbon workation spaces with reliable internet speedtest review,Europe,Portugal,Lisbon,reliable internet speedtest review,Informational / Navigational,TOFU,1346,20,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),93.0
S2-0093,Lisbon Portugal remote work reliable internet speedtest review,Europe,Portugal,Lisbon,reliable internet speedtest review,Informational / Navigational,TOFU,1359,25,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),87.6
S2-0094,best coliving in Lisbon best neighborhoods for remote work,Europe,Portugal,Lisbon,best neighborhoods for remote work,Commercial Investigation,MOFU,1372,30,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),82.2
S2-0095,Lisbon workation spaces with best neighborhoods for remote work,Europe,Portugal,Lisbon,best neighborhoods for remote work,Commercial Investigation,MOFU,1385,35,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),76.9
S2-0096,Lisbon Portugal remote work best neighborhoods for remote work,Europe,Portugal,Lisbon,best neighborhoods for remote work,Commercial Investigation,MOFU,1398,12,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0097,best coliving in Lisbon tax residency and stay limits,Europe,Portugal,Lisbon,tax residency and stay limits,Commercial Investigation,MOFU,1411,17,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),97.0
S2-0098,Lisbon workation spaces with tax residency and stay limits,Europe,Portugal,Lisbon,tax residency and stay limits,Informational / Navigational,TOFU,1424,22,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),91.6
S2-0099,Lisbon Portugal remote work tax residency and stay limits,Europe,Portugal,Lisbon,tax residency and stay limits,Informational / Navigational,TOFU,1437,27,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),86.3
S2-0100,best coliving in Lisbon dual isp internet redundancy,Europe,Portugal,Lisbon,dual isp internet redundancy,Commercial Investigation,MOFU,1450,32,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),80.9
S2-0101,Lisbon workation spaces with dual isp internet redundancy,Europe,Portugal,Lisbon,dual isp internet redundancy,Informational / Navigational,TOFU,1463,9,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0102,Lisbon Portugal remote work dual isp internet redundancy,Europe,Portugal,Lisbon,dual isp internet redundancy,Informational / Navigational,TOFU,1476,14,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0103,best coliving in Lisbon coliving with swimming pool and gym,Europe,Portugal,Lisbon,coliving with swimming pool and gym,Commercial Investigation,MOFU,1489,19,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),95.6
S2-0104,Lisbon workation spaces with coliving with swimming pool and gym,Europe,Portugal,Lisbon,coliving with swimming pool and gym,Informational / Navigational,TOFU,1502,24,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),90.3
S2-0105,Lisbon Portugal remote work coliving with swimming pool and gym,Europe,Portugal,Lisbon,coliving with swimming pool and gym,Informational / Navigational,TOFU,1515,29,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),84.9
S2-0106,best coliving in Lisbon dog friendly workation properties,Europe,Portugal,Lisbon,dog friendly workation properties,Commercial Investigation,MOFU,1528,34,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),79.6
S2-0107,Lisbon workation spaces with dog friendly workation properties,Europe,Portugal,Lisbon,dog friendly workation properties,Informational / Navigational,TOFU,1541,11,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0108,Lisbon Portugal remote work dog friendly workation properties,Europe,Portugal,Lisbon,dog friendly workation properties,Informational / Navigational,TOFU,1554,16,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0109,best coliving in Lisbon workation retreats for distributed teams,Europe,Portugal,Lisbon,workation retreats for distributed teams,Commercial Investigation,MOFU,1567,21,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),94.3
S2-0110,Lisbon workation spaces with workation retreats for distributed teams,Europe,Portugal,Lisbon,workation retreats for distributed teams,Informational / Navigational,TOFU,1580,26,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),89.0
S2-0111,Lisbon Portugal remote work workation retreats for distributed teams,Europe,Portugal,Lisbon,workation retreats for distributed teams,Informational / Navigational,TOFU,1593,31,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),83.6
S2-0112,best coliving in Lisbon budget friendly coliving under 1000,Europe,Portugal,Lisbon,budget friendly coliving under 1000,Commercial Investigation,MOFU,1606,8,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0113,Lisbon workation spaces with budget friendly coliving under 1000,Europe,Portugal,Lisbon,budget friendly coliving under 1000,Informational / Navigational,TOFU,1619,13,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0114,Lisbon Portugal remote work budget friendly coliving under 1000,Europe,Portugal,Lisbon,budget friendly coliving under 1000,Informational / Navigational,TOFU,1632,18,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),98.3
S2-0115,best coliving in Lisbon luxury executive workation apartments,Europe,Portugal,Lisbon,luxury executive workation apartments,Commercial Investigation,MOFU,1645,23,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),93.0
